 -0.98736819394675779      -0.93226431359438833      -0.76139188583334327      -0.41575152591833914      -0.45486041104993535      -0.62077402237984136      -0.45486040624462937      -0.41575152121848513      -0.76139188500885002      -0.93226431530719833      -0.98736819388904951     
 -0.98315778098335915      -0.91215940448441069      -0.68880703726811965      -0.27292641612816532      -0.31840043098770215      -0.51471663523339517      -0.31840042537997409      -0.27292641092567888      -0.68880703609343608      -0.91215940673144591      -0.98315778086753947     
 -0.97482857635387077      -0.90671500103189140      -0.66262952471423253      -0.22324100385626641      -0.27006177268542980      -0.47565904343278781      -0.27006176703657847      -0.22324099880432632      -0.66262952351352256      -0.90671500339415145      -0.97482857658382460     
 -0.96670450899823912      -0.91104452580880446      -0.67349267203157970      -0.26252975472917767      -0.30653327277002917      -0.49803545386676806      -0.30653326788775337      -0.26252975052940708      -0.67349267106935029      -0.91104452799401370      -0.96670450982124156     
 -0.96867426514117227      -0.92055306040254192      -0.71082716943882140      -0.36571074646849072      -0.40429430484513990      -0.56396343901282797      -0.40429430124667776      -0.36571074357807321      -0.71082716878379826      -0.92055306234225531      -0.96867426605367479     
 -0.97453064170714310      -0.93296757057104684      -0.76037282978008192      -0.49715731831726917      -0.52888170402419443      -0.64954025984074726      -0.52888170181531269      -0.49715731678721764      -0.76037282945154760      -0.93296757220552118      -0.97453064255914257     
 -0.98141111530250880      -0.94593801471170025      -0.81055880168858052      -0.62412853630443355      -0.64904221530857065      -0.73353549249983885      -0.64904221425059705      -0.62412853585979922      -0.81055880163705052      -0.94593801603798311      -0.98141111604446662     
 -0.98765689449474670      -0.95759341301395740      -0.85353319086610957      -0.72639660387728666      -0.74566231902743674      -0.80261036291888888      -0.74566231874139677      -0.72639660412210461      -0.85353319101193159      -0.95759341407316356      -0.98765689512764421     
 -0.99248021477142312      -0.96666754075154782      -0.88539384710889546      -0.79761190278828376      -0.81286194234475728      -0.85180061274533359      -0.81286194249638888      -0.79761190339429633      -0.88539384737459892      -0.96666754161055213      -0.99248021531584263     
 -0.99547599308759371      -0.97236992603230832      -0.90463127202665261      -0.83847232788486081      -0.85139018670071875      -0.88056408785216878      -0.85139018705885605      -0.83847232864528254      -0.90463127235226526      -0.97236992676938472      -0.99547599357547500     
 -0.99649063133911420      -0.97431390284679009      -0.91103873721239392      -0.85166434493908427      -0.86382540660533025      -0.88996216011916629      -0.86382540702154098      -0.85166434573918504      -0.91103873755560127      -0.97431390354305791      -0.99649063180754882     
