  -1.0022263312147006      -0.99531434200208813      -0.89732740443381553       0.90080743773146221       0.42742855639536143      -0.94846660253565573       0.42742855625587189       0.90080744101623744      -0.89732740573362435      -0.99531434151407372       -1.0022263315717506     
 -0.98192644531018158       -1.0081246578202343      -0.80303155146339489       0.90110130939796329       0.53691448526478747      -0.90650969002298387       0.53691448604020986       0.90110130951592693      -0.80303155170779583       -1.0081246577558129      -0.98192644637101989     
 -0.97428174130102796       -1.0153675777018525      -0.83629056128288970       0.75896937675570086       0.44060810568956438      -0.90330793736713622       0.44060810657471333       0.75896937656643326      -0.83629056139074498       -1.0153675777286750      -0.97428174284599756     
 -0.97023789971666663       -1.0185924286071428      -0.91712300017111636       0.40387710994313303       0.13591375602150441      -0.93503100396469574       0.13591375640492948       0.40387711054457898      -0.91712300043290107       -1.0185924284618226      -0.97023790189321879     
 -0.97813323394032747       -1.0149263609858070      -0.98356930528265418      -0.12658589128014397      -0.30543087974397543      -0.97937067197929450      -0.30543087987836209      -0.12658589050128585      -0.98356930548807042       -1.0149263607628072      -0.97813323563811305     
 -0.98919737309999256       -1.0076766591379567       -1.0152751280710104      -0.63037320852641032      -0.70883461649922330       -1.0136438273203225      -0.70883461681629301      -0.63037320833365884       -1.0152751282279933       -1.0076766588773505      -0.98919737408238162     
 -0.99905492226558268       -1.0010038312379215       -1.0244211695102385      -0.93748276038904743      -0.95194699238062530       -1.0271641210170266      -0.95194699265444971      -0.93748276058238733       -1.0244211696825689       -1.0010038309962679      -0.99905492258705797     
  -1.0037709692751016      -0.99790131366152457       -1.0201140420221653       -1.0478293733258048       -1.0391356725807546       -1.0221285190021272       -1.0391356727426522       -1.0478293735105926       -1.0201140421723320      -0.99790131350124478       -1.0037709692135488     
  -1.0033791373855003      -0.99804575048769972       -1.0091993272237691       -1.0467724976682782       -1.0373796481404129       -1.0090690888903777       -1.0373796481933588       -1.0467724977369688       -1.0091993272919826      -0.99804575043343324       -1.0033791372379874     
  -1.0010769401582020      -0.99929374600420184      -0.99914835250883993       -1.0132099545441469       -1.0099648017381750      -0.99797827145837870       -1.0099648017213692       -1.0132099545359079      -0.99914835249309430      -0.99929374602978083       -1.0010769400692412     
 -0.99994027683967646      -0.99989823445512849      -0.99520671730656585      -0.99606572434228324      -0.99614487433911325      -0.99386127366401966      -0.99614487429955179      -0.99606572430973617      -0.99520671725766374      -0.99989823450890547      -0.99994027679089037     
