 -0.99569597578614977      -0.95850376777660506      -0.73545889830182498       -9.4894163631178141E-002 -0.28702826327772180      -0.63787850530674162      -0.28702825856097230       -9.4894157667703663E-002 -0.73545889824430333      -0.95850376946731686      -0.99569597579125713     
 -0.99270079422635138      -0.94763932238662085      -0.65089029603391535        6.1749615516361829E-002 -0.14068643764046046      -0.54000766025468117      -0.14068643247768087        6.1749621042059187E-002 -0.65089029558911293      -0.94763932463138401      -0.99270079424876823     
 -0.99079688341621885      -0.94604076828495964      -0.63201894147227966        7.3127472270225091E-002 -0.12259688907052897      -0.51889294030769617      -0.12259688426819647        7.3127476924202850E-002 -0.63201894097499167      -0.94604077061026282      -0.99079688356694806     
 -0.99124845417056373      -0.95148736085364416      -0.66358178957214964       -4.6931141103159324E-002 -0.21869292462835993      -0.56398173746228986      -0.21869292084725223       -4.6931137634504211E-002 -0.66358178921739952      -0.95148736292795077      -0.99124845448579646     
 -0.99648072480923455      -0.96109064744606520      -0.72498932920507853      -0.24887569870989398      -0.38432889933667641      -0.64942047546439741      -0.38432889687133986      -0.24887569659147199      -0.72498932902152602      -0.96109064912948972      -0.99648072504522667     
  -1.0027991130574392      -0.97269780708576825      -0.79491964119446334      -0.46887929404932638      -0.56474203153478031      -0.74600384923948537      -0.56474203027449799      -0.46887929315377014      -0.79491964116363345      -0.97269780833262909       -1.0027991131627552     
  -1.0085759353428885      -0.98423464379582015      -0.85894879708599725      -0.65688605490126850      -0.71938742267151179      -0.83253723045366479      -0.71938742225962982      -0.65688605484213336      -0.85894879717087824      -0.98423464464262800       -1.0085759353207642     
  -1.0130916773067395      -0.99420175536139876      -0.90956897100367995      -0.79181974363823415      -0.83147225480293918      -0.89888381103701909      -0.83147225486368359      -0.79181974399837618      -0.90956897116383373      -0.99420175589025817       -1.0130916771820053     
  -1.0162035988560838       -1.0017362191525194      -0.94478838585648151      -0.87687667297967598      -0.90306252983130275      -0.94374620589829128      -0.90306253010771376      -0.87687667348932941      -0.94478838605618876       -1.0017362194593642       -1.0162035986580251     
  -1.0179865873099367       -1.0063779672202047      -0.96511189121811380      -0.92228608129753642      -0.94174414711666998      -0.96911076067606827      -0.94174414747343937      -0.92228608183852967      -0.96511189143347742       -1.0063779673987276       -1.0179865870683709     
  -1.0185638244399546       -1.0079436187074586      -0.97171151262122080      -0.93633018914400823      -0.95380410592249643      -0.97724669006227272      -0.95380410629733758      -0.93633018968527759      -0.97171151284027246       -1.0079436188442745       -1.0185638241839843     
